bigg	10FTHF5GLUtl	MNXR1
bigg	10FTHF5GLUtm	MNXR1
bigg	10FTHF6GLUtl	MNXR2
bigg	10FTHF6GLUtm	MNXR2
bigg	10FTHF7GLUtl	MNXR3
bigg	10FTHF7GLUtm	MNXR3
bigg	10FTHFtl	MNXR4
bigg	10FTHFtm	MNXR4
bigg	11DOCRTSLtm	MNXR5
bigg	11DOCRTSLtr	MNXR5
bigg	11DOCRTSTRNtm	MNXR6
bigg	11DOCRTSTRNtr	MNXR6
bigg	12DGR120tipp	MNXR7
bigg	12DGR140tipp	MNXR8
bigg	12DGR141tipp	MNXR9
bigg	12DGR160tipp	MNXR10
bigg	12DGR161tipp	MNXR11
bigg	12DGR180tipp	MNXR12
bigg	12DGR181tipp	MNXR13
bigg	12PPDRtex	MNXR30423
bigg	12PPDRtpp	MNXR30423
bigg	12PPDStex	MNXR15
bigg	12PPDStpp	MNXR15
bigg	12PPDt	MNXR15
bigg	13BGH	MNXR68114
bigg	13BGHe	MNXR68114
bigg	13DAMPPOX	MNXR68115
bigg	13GS	MNXR68116
bigg	14GLUCANabcpp	MNXR68117
bigg	14GLUCANtexi	MNXR68118
bigg	1MNCAMti	MNXR21
bigg	1PPDCRc	MNXR68119
bigg	1PPDCRp	MNXR68120
bigg	1a,24,25VITD2Hm	MNXR68121
bigg	1a,24,25VITD3Hm	MNXR68122
bigg	1a,25VITD2Hm	MNXR68123
bigg	1a,25VITD3Hm	MNXR26538
bigg	23CAMPtex	MNXR28
bigg	23CCMPtex	MNXR29
bigg	23CGMPtex	MNXR30
bigg	23CUMPtex	MNXR31
bigg	23DAPPAt2pp	MNXR68124
bigg	23DAPPAtex	MNXR68125
bigg	23PDE2pp	MNXR34
bigg	23PDE4pp	MNXR35
bigg	23PDE7pp	MNXR36
bigg	23PDE9pp	MNXR37
bigg	24,25DHVITD2t	MNXR38
bigg	24,25DHVITD2tm	MNXR38
bigg	24,25DHVITD3t	MNXR54905
bigg	24,25DHVITD3tm	MNXR54905
bigg	24,25VITD2Hm	MNXR68126
bigg	24,25VITD3Hm	MNXR21899
bigg	24NPHte	MNXR68127
bigg	25HVITD2t	MNXR68128
bigg	25HVITD2tin	MNXR68128
bigg	25HVITD2tin-m	MNXR68128
bigg	25HVITD2tm	MNXR68128
bigg	25HVITD3t	MNXR44
bigg	25HVITD3tin	MNXR44
bigg	25HVITD3tin-m	MNXR44
bigg	25HVITD3tm	MNXR44
bigg	25VITD2Hm	MNXR68129
bigg	25VITD3Hm	MNXR7574
bigg	26DAHtex	MNXR47
bigg	2AGPA120tipp	MNXR48
bigg	2AGPA140tipp	MNXR49
bigg	2AGPA141tipp	MNXR50
bigg	2AGPA160tipp	MNXR51
bigg	2AGPA161tipp	MNXR52
bigg	2AGPA180tipp	MNXR53
bigg	2AGPA181tipp	MNXR54
bigg	2AGPE120tipp	MNXR68130
bigg	2AGPE140tipp	MNXR68131
bigg	2AGPE141tipp	MNXR57
bigg	2AGPE160tipp	MNXR68132
bigg	2AGPE161tipp	MNXR59
bigg	2AGPE180tipp	MNXR68133
bigg	2AGPE181tipp	MNXR61
bigg	2AGPEAT120	MNXR68134
bigg	2AGPEAT140	MNXR68135
bigg	2AGPEAT141	MNXR50741
bigg	2AGPEAT160	MNXR68136
bigg	2AGPEAT161	MNXR66
bigg	2AGPEAT180	MNXR68137
bigg	2AGPEAT181	MNXR68138
bigg	2AGPG120tipp	MNXR69
bigg	2AGPG140tipp	MNXR68139
bigg	2AGPG141tipp	MNXR71
bigg	2AGPG160tipp	MNXR68140
bigg	2AGPG161tipp	MNXR73
bigg	2AGPG180tipp	MNXR68141
bigg	2AGPG181tipp	MNXR75
bigg	2AGPGAT120	MNXR76
bigg	2AGPGAT140	MNXR68142
bigg	2AGPGAT141	MNXR50742
bigg	2AGPGAT160	MNXR68143
bigg	2AGPGAT161	MNXR68144
bigg	2AGPGAT180	MNXR68145
bigg	2AGPGAT181	MNXR68146
